name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_gen,mhz
TEAMGROUP T-Force Vulcan 16 GB,,"2,8",,Black / Red,15.0,18.0,4,2400
TEAMGROUP T-Force Vulcan 32 GB,,"2,16",,Black / Red,12.5,15.0,4,2400
TEAMGROUP T-Force Vulcan 32 GB,,"2,16",,Black / Red,13.503,18.0,4,2666
GeIL SUPER LUCE RGB SYNC 16 GB,,"2,8",,White,8.75,14.0,4,3200
GeIL SUPER LUCE RGB SYNC 16 GB,,"2,8",,Black,8.75,14.0,4,3200
ADATA AD4S2400316G17-2 32 GB,,"2,16",,Green / Black,14.167,17.0,4,2400
ADATA AD4S2666316G19-D 32 GB,,"2,16",,Green / Black,14.254,19.0,4,2666
GeIL SUPER LUCE RGB SYNC 16 GB,,"2,8",,Black,8.889,16.0,4,3600
GeIL SUPER LUCE RGB SYNC 16 GB,,"2,8",,White,9.194,19.0,4,4133
Silicon Power SU016GBSFU240B02NA 16 GB,,"1,16",,Black,14.167,17.0,4,2400
Silicon Power SU016GBSFU266B22NA 16 GB,,"2,8",,Green / Black,14.254,19.0,4,2666
GeIL SUPER LUCE RGB SYNC 16 GB,,"2,8",,Black,9.194,19.0,4,4133
GeIL SUPER LUCE RGB SYNC 16 GB,,"2,8",,White,8.889,16.0,4,3600
Crucial CT8G4RFD8266 8 GB,,"1,8",,,14.254,19.0,4,2666
Silicon Power SU016GBLFU266B02NA 16 GB,,"1,16",,Black,14.254,19.0,4,2666
TEAMGROUP XCalibur Phantom Gaming RGB 16 GB,,"2,8",,Black,9.0,18.0,4,4000
TEAMGROUP XCalibur Phantom Gaming RGB 16 GB,,"2,8",,Black,10.0,18.0,4,3600
Super Talent F24EB16GS 16 GB,,"1,16",,Green / Black,14.167,17.0,4,2400
G.Skill Trident Z Royal 16 GB,,"2,8",,Silver,8.5,17.0,4,4000
GeIL GS48GB2400C16SC 8 GB,,"1,8",,Black,13.333,16.0,4,2400
Crucial Ballistix Sport LT 32 GB,,"4,8",,Silver / Black,10.0,15.0,4,3000
Crucial Ballistix Sport LT 8 GB,,"1,8",,Silver / Black,10.0,16.0,4,3200
Crucial Ballistix Sport AT 16 GB,,"1,16",,Silver / Black,10.0,16.0,4,3200
Crucial Ballistix Sport AT 32 GB,,"2,16",,Silver / Black,10.0,16.0,4,3200
Crucial Ballistix Sport LT 64 GB,,"4,16",,Red / Black,10.0,16.0,4,3200
Crucial Ballistix Sport LT 16 GB,,"1,16",,Red / Black,10.0,16.0,4,3200
Crucial Ballistix Sport AT 32 GB,,"4,8",,Silver / Black,10.0,16.0,4,3200
Crucial Ballistix Sport AT 8 GB,,"1,8",,Silver / Black,10.0,16.0,4,3200
Crucial Ballistix Sport LT 64 GB,,"4,16",,Red / Black,10.0,15.0,4,3000
Crucial Ballistix Sport LT 64 GB,,"4,16",,Silver / Black,10.667,16.0,4,3000
Crucial Ballistix Sport LT 32 GB,,"4,8",,Red / Black,10.0,16.0,4,3200
Crucial Ballistix Sport LT 16 GB,,"1,16",,Silver / Black,10.667,16.0,4,3000
Crucial Ballistix Sport LT 64 GB,,"4,16",,Silver / Black,10.0,15.0,4,3000
Crucial Ballistix Sport LT 16 GB,,"2,8",,White / Silver,10.0,15.0,4,3000
Crucial Ballistix Sport LT 32 GB,,"4,8",,White / Silver,10.0,15.0,4,3000
GeIL SUPER LUCE RGB SYNC 32 GB,,"2,16",,Black,10.667,16.0,4,3000
Crucial Ballistix Sport LT 16 GB,,"1,16",,White / Silver,10.0,15.0,4,3000
Mushkin Essentials 32 GB,104.0,"1,32",3.25,Green / Black,14.254,19.0,4,2666
Crucial Ballistix Sport LT 64 GB,,"4,16",,White / Silver,10.0,15.0,4,3000
Crucial Ballistix Elite 16 GB,,"1,16",,Black,10.0,15.0,4,3000
Corsair Dominator Platinum RGB 64 GB,,"8,8",,Black,10.0,16.0,4,3200
Corsair Dominator Platinum RGB 32 GB,,"4,8",,Black,10.0,15.0,4,3000
Corsair Dominator Platinum RGB 64 GB,,"4,16",,Black,10.0,15.0,4,3000
Corsair Dominator Platinum RGB 16 GB,,"2,8",,Black,8.889,16.0,4,3600
Corsair Dominator Platinum RGB 16 GB,,"2,8",,Black,9.233,16.0,4,3466
Corsair Dominator Platinum RGB 64 GB,,"8,8",,Black,10.0,15.0,4,3000
Corsair Dominator Platinum RGB 128 GB,,"8,16",,Black,10.0,16.0,4,3200
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,8.75,14.0,4,3200
G.Skill Trident Z Royal 64 GB,,"4,16",,Silver,8.75,14.0,4,3200
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,8.5,17.0,4,4000
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,10.667,16.0,4,3000
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,9.444,17.0,4,3600
G.Skill Trident Z Royal 32 GB,,"2,16",,Gold,10.667,16.0,4,3000
G.Skill Flare X 16 GB,,"2,8",,Black,10.91,16.0,4,2933
GeIL EVO SPEAR 16 GB,,"2,8",,Black / Orange,13.333,16.0,4,2400
G.Skill Trident Z 16 GB,,"2,8",,Silver / Red,9.0,18.0,4,4000
G.Skill Trident Z 16 GB,,"2,8",,Silver / White,9.5,19.0,4,4000
G.Skill Trident Z 16 GB,,"2,8",,Silver / White,9.312,18.0,4,3866
G.Skill Trident Z 16 GB,,"2,8",,Silver / White,9.108,17.0,4,3733
G.Skill Trident Z 16 GB,,"2,8",,Silver / White,9.444,17.0,4,3600
G.Skill Trident Z 16 GB,,"2,8",,Black / White,9.233,16.0,4,3466
G.Skill Trident Z 16 GB,,"2,8",,Silver / Black,9.233,16.0,4,3466
GeIL EVO FORZA 16 GB,,"2,8",,Red / Black,13.333,16.0,4,2400
G.Skill Trident Z 16 GB,,"2,8",,Black / White,9.601,16.0,4,3333
G.Skill Trident Z 16 GB,,"2,8",,Silver / Red,9.601,16.0,4,3333
TEAMGROUP Elite Plus 16 GB,,"2,8",,Red / Black,13.333,16.0,4,2400
G.Skill Trident Z RGB 16 GB,,"2,8",,Black,10.91,16.0,4,2933
Corsair Dominator Platinum 16 GB,,"2,8",,Black / Silver,9.312,18.0,4,3866
Corsair Vengeance LPX 16 GB,,"2,8",,Red,9.5,19.0,4,4000
Crucial Ballistix Tactical Tracer 16 GB,,"1,16",,Silver / Black,10.667,16.0,4,3000
Crucial CT8G4RFS8293 8 GB,,"1,8",,Green / Black,14.32,21.0,4,2933
OLOy MD4MU081G82619D 16 GB,,"2,8",,Red / Black,14.254,19.0,4,2666
OLOy MD4MU081G83014D 16 GB,,"2,8",,White / Gray,9.333,14.0,4,3000
OLOy MD4MU081G83015D 16 GB,,"2,8",,White / Gray,10.0,15.0,4,3000
OLOy MD4U083015BASA 8 GB,,"1,8",,White / Gray,10.0,15.0,4,3000
OLOy MD4U083216BADA 16 GB,,"2,8",,White / Gray,10.0,16.0,4,3200
OLOy MD4MU081G83016DI 16 GB,,"2,8",,White / Gray,10.667,16.0,4,3000
OLOy MD4MU081G82417NI 8 GB,,"1,8",,Red / Black,14.167,17.0,4,2400
OLOy MD4U082417IBDA 16 GB,,"2,8",,Red / Black,14.167,17.0,4,2400
OLOy MD4U082417IBSA 8 GB,,"1,8",,Red / Black,14.167,17.0,4,2400
OLOy MD4U083618IADA 16 GB,,"2,8",,White / Gray,10.0,18.0,4,3600
OLOy MD4U083216BASA 8 GB,,"1,8",,White / Gray,10.0,16.0,4,3200
GeIL EVO POTENZA 16 GB,,"2,8",,Black / Red,10.667,16.0,4,3000
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,10.0,16.0,4,3200
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,10.667,16.0,4,3000
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,9.444,17.0,4,3600
Corsair Dominator Platinum RGB 16 GB,,"2,8",,Black / Silver,9.5,19.0,4,4000
Corsair Dominator Platinum RGB 16 GB,,"2,8",,Black / Silver,8.261,19.0,4,4600
Corsair Dominator Platinum RGB 32 GB,,"4,8",,Black / Silver,9.5,19.0,4,4000
Corsair Dominator Platinum RGB 32 GB,,"4,8",,Black / Silver,8.908,19.0,4,4266
OLOy MD4U082417BBDA 16 GB,,"2,8",,Black / Red,14.167,17.0,4,2400
OLOy MD4U162619BBDA 32 GB,,"2,16",,Black / Red,14.254,19.0,4,2666
OLOy MD4U083016IADA 16 GB,,"2,8",,White / Silver,10.667,16.0,4,3000
TEAMGROUP T-Force T1 8 GB,,"1,8",,Black / Red,13.503,18.0,4,2666
TEAMGROUP T-Force T1 16 GB,,"2,8",,Black / Red,12.5,15.0,4,2400
G.Skill Trident Z 32 GB,,"4,8",,Black / White,9.697,16.0,4,3300
Mushkin Blackline 16 GB,,"2,8",,Black / White,12.5,15.0,4,2400
Mushkin Blackline 16 GB,,"2,8",,Black / Silver,12.5,15.0,4,2400
Crucial Ballistix Sport LT 32 GB,,"4,8",,Red / Black,13.333,16.0,4,2400
TEAMGROUP T-Force Vulcan Z 16 GB,,"1,16",,Silver / Black,10.667,16.0,4,3000
TEAMGROUP T-Force Vulcan Z 16 GB,,"1,16",,Red / Black,10.667,16.0,4,3000
G.Skill Trident Z Royal 64 GB,,"4,16",,Gold,8.75,14.0,4,3200
G.Skill Trident Z Royal 128 GB,,"8,16",,Gold,10.0,16.0,4,3200
Kingston HyperX Predator 64 GB,,"4,16",,Black,9.601,16.0,4,3333
Supermicro MEM-DR416L-CV02-EU26 16 GB,,"1,16",,Green / Black,14.254,19.0,4,2666
Crucial CT16G4RFD4266-2G6E1 16 GB,,"1,16",,Green / Black,14.254,19.0,4,2666
G.Skill Trident Z Royal 32 GB,,"4,8",,Gold,10.667,16.0,4,3000
G.Skill Trident Z Royal 64 GB,,"4,16",,Gold,10.0,16.0,4,3200
Crucial CT16G4RFD832A 16 GB,,"1,16",,Green / Black,13.75,22.0,4,3200
G.Skill Trident Z Royal 64 GB,,"8,8",,Gold,8.75,14.0,4,3200
G.Skill Trident Z Royal 128 GB,,"8,16",,Silver,10.0,16.0,4,3200
G.Skill Trident Z Royal 64 GB,,"8,8",,Gold,10.0,16.0,4,3200
G.Skill Trident Z Royal 64 GB,,"8,8",,Silver,10.0,16.0,4,3200
G.Skill Trident Z Royal 128 GB,,"8,16",,Silver,8.75,14.0,4,3200
G.Skill Trident Z Royal 128 GB,,"8,16",,Gold,8.75,14.0,4,3200
G.Skill Trident Z Royal 64 GB,,"8,8",,Silver,8.75,14.0,4,3200
Corsair Dominator Platinum RGB 128 GB,,"8,16",,Black,10.0,15.0,4,3000
G.Skill Trident Z Royal 16 GB,,"2,8",,Gold,8.5,17.0,4,4000
G.Skill Trident Z Royal 32 GB,,"4,8",,Gold,8.5,17.0,4,4000
G.Skill Trident Z Royal 32 GB,,"4,8",,Gold,9.444,17.0,4,3600
G.Skill Trident Z Royal 64 GB,,"8,8",,Gold,8.889,16.0,4,3600
G.Skill Trident Z Royal 32 GB,,"2,16",,Gold,9.5,19.0,4,4000
G.Skill Trident Z Royal 64 GB,,"8,8",,Silver,8.889,16.0,4,3600
G.Skill Trident Z Neo 64 GB,,"4,16",,Silver / Black,10.667,16.0,4,3000
TEAMGROUP T-Force Vulcan Z 16 GB,,"1,16",,Black,13.503,18.0,4,2666
TEAMGROUP T-Force Vulcan Z 8 GB,,"1,8",,Black,13.503,18.0,4,2666
TEAMGROUP T-Force Vulcan Z 32 GB,,"2,16",,Red,13.503,18.0,4,2666
OLOy MD4U163016BADA 32 GB,,"2,16",,White / Silver,10.667,16.0,4,3000
OLOy MD4U163016BASA 16 GB,,"1,16",,White / Silver,10.667,16.0,4,3000
OLOy MD4U083015BADA 16 GB,,"2,8",,White / Silver,10.0,15.0,4,3000
OLOy WarHawk RGB 16 GB,,"2,8",,Red / White,10.0,18.0,4,3600
OLOy WarHawk RGB 32 GB,,"2,16",,Red / White,10.0,16.0,4,3200
OLOy WarHawk RGB 32 GB,,"2,16",,Red / White,10.556,19.0,4,3600
OLOy MD4U083618BFDA 16 GB,,"2,8",,Red,10.0,18.0,4,3600
OLOy WarHawk RGB 32 GB,,"2,16",,Black / White,10.0,18.0,4,3600
OLOy MD4U082417BBST 8 GB,,"1,8",,Red,14.167,17.0,4,2400
GeIL EVO SPEAR 16 GB,,"2,8",,Black,10.0,16.0,4,3200
GeIL EVO X II AMD 16 GB,,"2,8",,White,10.667,16.0,4,3000
Crucial Ballistix Tactical Tracer RGB 16 GB,,"2,8",,Silver,10.0,15.0,4,3000
Crucial Ballistix Tactical Tracer RGB 32 GB,,"4,8",,Silver,10.0,15.0,4,3000
Crucial Ballistix Tactical Tracer RGB 32 GB,,"4,8",,Silver,10.0,16.0,4,3200
Crucial Ballistix Tactical Tracer RGB 8 GB,,"1,8",,Silver,10.0,15.0,4,3000
Corsair Vengeance RGB Pro 16 GB,,"2,8",,Black,10.0,15.0,4,3000
GeIL EVO X II AMD 16 GB,,"2,8",,White / Silver,10.0,16.0,4,3200
Crucial Ballistix Tactical Tracer RGB 8 GB,,"1,8",,Silver,10.0,16.0,4,3200
OLOy MD4U083216BGDA 16 GB,,"2,8",,Black,10.0,16.0,4,3200
OLOy WarHawk RGB 16 GB,,"1,16",,Black / Silver,10.0,16.0,4,3200
OLOy WarHawk RGB 16 GB,,"1,16",,Black / Silver,10.667,16.0,4,3000
Kingston HyperX Fury RGB 8 GB,,"1,8",,Black,9.233,16.0,4,3466
Kingston HyperX Fury RGB 64 GB,,"4,16",,Black,12.003,16.0,4,2666
Kingston HyperX Fury RGB 16 GB,,"1,16",,Black,10.0,15.0,4,3000
Kingston HyperX Fury RGB 64 GB,,"4,16",,Black,10.0,15.0,4,3000
TEAMGROUP T-Force Dark Pro 16 GB,,"2,8",,Black,9.312,18.0,4,3866
V-Color TB416G24D817 16 GB,,"1,16",,Black,14.167,17.0,4,2400
TEAMGROUP T-Force Dark Z 16 GB,,"1,16",,Silver,10.667,16.0,4,3000
TEAMGROUP T-Force Dark Z 8 GB,,"1,8",,Silver,10.667,16.0,4,3000
TEAMGROUP T-Force Dark Z 8 GB,,"1,8",,Silver,10.0,16.0,4,3200
TEAMGROUP T-Force Dark Z 32 GB,,"2,16",,Red,10.0,16.0,4,3200
TEAMGROUP T-Force Dark Z 8 GB,,"1,8",,Red,10.667,16.0,4,3000
TEAMGROUP T-Force Dark Z 16 GB,,"1,16",,Silver / Black,11.253,15.0,4,2666
TEAMGROUP T-Force Dark Z 16 GB,,"1,16",,Silver / Black,10.0,16.0,4,3200
TEAMGROUP T-Force Dark Z 32 GB,,"2,16",,Silver / Black,11.253,15.0,4,2666
TEAMGROUP T-Force Dark Z 8 GB,,"1,8",,Silver / Black,11.253,15.0,4,2666
TEAMGROUP T-Force Dark Z 16 GB,,"1,16",,Red / Black,11.253,15.0,4,2666
TEAMGROUP T-Force Dark Z 16 GB,,"2,8",,Red / Black,11.253,15.0,4,2666
TEAMGROUP T-Force Dark Z 16 GB,,"1,16",,Red / Black,10.667,16.0,4,3000
TEAMGROUP T-Force Dark Z 16 GB,,"1,16",,Red / Black,10.0,16.0,4,3200
TEAMGROUP T-Force Dark Z 32 GB,,"2,16",,Red / Black,11.253,15.0,4,2666
TEAMGROUP T-Force Dark Z 32 GB,,"2,16",,Red / Black,10.667,16.0,4,3000
TEAMGROUP T-Force Dark Z 8 GB,,"1,8",,Red / Black,11.253,15.0,4,2666
Mushkin Redline 32 GB,,"2,16",,Red / Silver,10.387,18.0,4,3466
Mushkin Redline 16 GB,137.56,"2,8",8.598,Red / Silver,10.387,18.0,4,3466
GeIL EVO POTENZA 32 GB,,"2,16",,Black,10.667,16.0,4,3000
GeIL EVO POTENZA 16 GB,,"2,8",,Black,10.0,16.0,4,3200
GeIL EVO POTENZA 32 GB,,"2,16",,Red,10.667,16.0,4,3000
GeIL EVO POTENZA 32 GB,,"2,16",,Red,10.0,16.0,4,3200
GeIL EVO X II AMD 32 GB,,"2,16",,Black,10.667,16.0,4,3000
Corsair Dominator Platinum Special Edition CONTRAST 32 GB,,"4,8",,White / Black,9.233,16.0,4,3466
G.Skill Flare X 64 GB,,"4,16",,Black,8.75,14.0,4,3200
ADATA XPG GAMMIX D30 32 GB,,"2,16",,Silver / Red,10.667,16.0,4,3000
ADATA XPG GAMMIX D30 32 GB,,"2,16",,Silver / Black,10.0,16.0,4,3200
ADATA XPG SPECTRIX D60G 16 GB,,"2,8",,Silver / Black,9.444,17.0,4,3600
G.Skill Trident Z Royal 16 GB,,"2,8",,Gold,7.778,14.0,4,3600
G.Skill Trident Z Royal 64 GB,,"4,16",,Gold,10.0,18.0,4,3600
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,10.0,18.0,4,3600
G.Skill Trident Z Royal 32 GB,,"4,8",,Gold,10.0,18.0,4,3600
G.Skill Trident Z Royal 32 GB,,"2,16",,Gold,10.0,18.0,4,3600
G.Skill Trident Z Royal 64 GB,,"4,16",,Silver,8.889,16.0,4,3600
G.Skill Trident Z Royal 64 GB,,"4,16",,Silver,8.889,16.0,4,3600
G.Skill Trident Z Royal 64 GB,,"4,16",,Gold,8.889,16.0,4,3600
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,8.889,16.0,4,3600
G.Skill Trident Z Royal 32 GB,,"2,16",,Gold,8.889,16.0,4,3600
G.Skill Trident Z Royal 16 GB,,"2,8",,Gold,8.889,16.0,4,3600
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,7.778,14.0,4,3600
G.Skill Trident Z Royal 32 GB,,"4,8",,Gold,7.778,14.0,4,3600
G.Skill Trident Z Royal 16 GB,,"2,8",,Silver,7.778,14.0,4,3600
OLOy WarHawk RGB 32 GB,,"2,16",,Gold / Black,10.667,16.0,4,3000
OLOy WarHawk RGB 16 GB,,"2,8",,Blue / White,10.0,16.0,4,3200
OLOy WarHawk RGB 32 GB,,"2,16",,Red / Silver,10.667,16.0,4,3000
OLOy WarHawk RGB 32 GB,,"2,16",,Blue / White,10.0,16.0,4,3200
OLOy WarHawk RGB 32 GB,,"2,16",,Black / White,10.0,18.0,4,3600
Kingston HyperX Predator RGB 8 GB,,"1,8",,Black,9.5,19.0,4,4000
Kingston HyperX Predator RGB 64 GB,,"4,16",,Black,10.0,15.0,4,3000
Kingston HyperX Predator RGB 16 GB,,"1,16",,Black,10.0,15.0,4,3000
Kingston HyperX Predator RGB 32 GB,,"4,8",,Black,10.0,15.0,4,3000
Kingston HyperX Predator RGB 8 GB,,"1,8",,Black,10.0,15.0,4,3000
OLOy MD4U322616DJDA 64 GB,,"2,32",,Black,12.003,16.0,4,2666
G.Skill Trident Z Royal 32 GB,,"4,8",,Gold,9.0,18.0,4,4000
Silicon Power XPOWER Turbine 16 GB,,"2,8",,Blue,12.003,16.0,4,2666
Thermaltake TOUGHRAM 16 GB,,"2,8",,Black / Silver,10.0,16.0,4,3200
Thermaltake TOUGHRAM 16 GB,134.56,"2,8",8.41,Black / Silver,9.5,19.0,4,4000
Thermaltake TOUGHRAM 16 GB,,"2,8",,White / Silver,10.0,18.0,4,3600
Thermaltake TOUGHRAM 16 GB,134.56,"2,8",8.41,White / Silver,9.5,19.0,4,4000
Thermaltake TOUGHRAM 16 GB,,"2,8",,White / Silver,8.908,19.0,4,4266
Thermaltake TOUGHRAM RGB 16 GB,,"2,8",,Black / Silver,10.667,16.0,4,3000
Thermaltake TOUGHRAM RGB 16 GB,,"2,8",,Black / Silver,8.908,19.0,4,4266
Thermaltake TOUGHRAM RGB 16 GB,,"2,8",,White / Silver,9.5,19.0,4,4000
Thermaltake TOUGHRAM RGB 16 GB,,"2,8",,White / Silver,8.908,19.0,4,4266
Crucial Ballistix 64 GB,,"2,32",,Red,8.889,16.0,4,3600
Crucial Ballistix 64 GB,,"2,32",,Black,10.0,16.0,4,3200
Crucial Ballistix 32 GB,,"2,16",,Black,10.667,16.0,4,3000
Crucial Ballistix RGB 32 GB,,"2,16",,White,10.0,15.0,4,3000
Crucial Ballistix RGB 32 GB,,"2,16",,Red,10.667,16.0,4,3000
Crucial Ballistix RGB 64 GB,,"2,32",,Red,10.0,16.0,4,3200
Crucial Ballistix RGB 32 GB,,"2,16",,Red,8.889,16.0,4,3600
Crucial Ballistix RGB 64 GB,,"2,32",,Red,8.889,16.0,4,3600
Crucial Ballistix RGB 16 GB,,"2,8",,Red,10.0,15.0,4,3000
OLOy WarHawk RGB 64 GB,,"2,32",,Black,10.0,16.0,4,3200
G.Skill Trident Z Royal 64 GB,,"2,32",,Gold,13.503,18.0,4,2666
G.Skill Trident Z Royal 128 GB,,"4,32",,Gold,13.503,18.0,4,2666
G.Skill Trident Z Royal 128 GB,,"4,32",,Silver,13.503,18.0,4,2666
G.Skill Trident Z Royal 64 GB,,"2,32",,Gold,10.0,16.0,4,3200
G.Skill Trident Z Royal 256 GB,,"8,32",,Gold,13.503,18.0,4,2666
G.Skill Trident Z Royal 256 GB,,"8,32",,Silver,13.503,18.0,4,2666
G.Skill Trident Z Royal 64 GB,,"8,8",,Gold,7.778,14.0,4,3600
G.Skill Trident Z Royal 32 GB,,"4,8",,Gold,7.5,15.0,4,4000
G.Skill F4-4000C15Q-32GTRS 64 GB,,"8,8",,Gold,7.5,15.0,4,4000
G.Skill Trident Z Royal 64 GB,,"8,8",,Silver,7.5,15.0,4,4000
G.Skill Trident Z Neo 64 GB,,"8,8",,Black / Silver,7.778,14.0,4,3600
G.Skill Trident Z RGB 64 GB,,"8,8",,Black,7.5,15.0,4,4000
G.Skill Trident Z RGB 64 GB,,"8,8",,Black,7.778,14.0,4,3600
G.Skill Ripjaws V 64 GB,,"8,8",,Black,7.778,14.0,4,3600
GeIL EVO SPEAR Phantom Gaming 16 GB,,"2,8",,Black,10.667,16.0,4,3000
GeIL GeIL EVO POTENZA 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model GPB416GB3600C18ADC 16 GB,,"2,8",,Black,10.0,18.0,4,3600
OLOy WarHawk RGB 64 GB,,"2,32",,Black / Silver,10.667,16.0,4,3000
OLOy WarHawk RGB 32 GB,,"4,8",,Black / Silver,10.667,16.0,4,3000
OLOy WarHawk RGB 64 GB,,"4,16",,Red / Silver,10.667,16.0,4,3000
OLOy WarHawk RGB 64 GB,,"4,16",,Black / Silver,10.0,16.0,4,3200
OLOy WarHawk RGB 32 GB,,"2,16",,Black / Silver,9.5,19.0,4,4000
OLOy MD4U163016CHSA 16 GB,,"1,16",,Red,10.667,16.0,4,3000
OLOy MD4U163016CJQA 64 GB,,"4,16",,Black,10.667,16.0,4,3000
OLOy MD4U163216CJQA 64 GB,,"4,16",,Black,10.0,16.0,4,3200
OLOy MD4U162417BGDA 32 GB,,"2,16",,Red,14.167,17.0,4,2400
OLOy MD4U083016BHDA 16 GB,,"2,8",,Red,10.667,16.0,4,3000
OLOy MD4U162417BFDA 32 GB,,"2,16",,Red,14.167,17.0,4,2400
OLOy MD4U082616BHDA 16 GB,,"2,8",,Red,12.003,16.0,4,2666
OLOy MD4U162619BHDA 32 GB,,"2,16",,Red,14.254,19.0,4,2666
OLOy MD4U1640190DJ0DA 32 GB,,"2,16",,Black,9.5,19.0,4,4000
Mushkin Essentials 64 GB,,"2,32",,Green / Black,14.254,19.0,4,2666
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"2,8",,Black,10.0,16.0,4,3200
TEAMGROUP T-Force Dark Z 32 GB,,"2,16",,Silver,10.0,18.0,4,3600
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 32 GB,,"2,16",,Black / Gold,10.667,16.0,4,3000
PNY Performance 8 GB,37.98,"1,8",,Black,14.254,19.0,4,2666
Kingston KSM29RD4/32MEI 32 GB,,"1,32",,Green / Black,14.32,21.0,4,2933
ADATA XPG GAMMIX D10 16 GB,,"2,8",,Red / Black,10.0,18.0,4,3600
Kingston HyperX Impact 8 GB,,"1,8",,Black / Silver,11.667,14.0,4,2400
Kingston HyperX Impact 8 GB,,"1,8",,Black / Silver,11.592,17.0,4,2933
Kingston HyperX Impact 8 GB,,"1,8",,Black / Silver,12.5,20.0,4,3200
GeIL EVO POTENZA 16 GB,,"2,8",,Red / Black,10.0,18.0,4,3600
G.Skill Trident Z Royal 128 GB,,"4,32",,Gold,10.0,18.0,4,3600
TEAMGROUP T-Force Vulcan Z 32 GB,,"1,32",,Gray,10.667,16.0,4,3000
GeIL EVO X II 32 GB,,"2,16",,White,10.0,18.0,4,3600
OLOy MD4U3230161DHMQA 128 GB,,"4,32",,Multicolor,10.667,16.0,4,3000
TEAMGROUP T-Force Xtreem ARGB 32 GB,,"2,16",,Black,10.0,16.0,4,3200
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"2,8",,Black,9.0,18.0,4,4000
OLOy OWL 32 GB,,"2,16",,Orange,10.667,16.0,4,3000
OLOy WarHawk RGB 64 GB,,"2,32",,White,10.0,18.0,4,3600
OLOy WarHawk RGB 64 GB,,"4,16",,White,8.889,16.0,4,3600
OLOy ND4U1632161DH0DA 32 GB,,"2,16",,Red,10.0,16.0,4,3200
G.Skill Trident Z RGB 16 GB,,"2,8",,Black,8.0,16.0,4,4000
Corsair Vengeance LPX 128 GB,,"4,32",,Black,10.667,16.0,4,3000
G.Skill Ripjaws V 16 GB,,"2,8",,Black,8.5,17.0,4,4000
ADATA XPG SPECTRIX D60G 16 GB,,"2,8",,Black,7.778,14.0,4,3600
Silicon Power SU016GBLFU240BD2AH 16 GB,,"2,8",,Black / Red,14.167,17.0,4,2400
Silicon Power SP016GXLZU320BDAAD 16 GB,,"2,8",,Black / Silver,10.0,16.0,4,3200
OLOy MD4U1630160DHKQA 64 GB,,"4,16",,Black,10.667,16.0,4,3000
Mushkin Redline 32 GB,,"2,16",,Red,12.0,18.0,4,3000
Neo Forza NMUD480E82-3200DB21 16 GB,,"2,8",,Black,10.0,16.0,4,3200
G.Skill Trident Z Royal 64 GB,,"4,16",,Gold,7.778,14.0,4,3600
Neo Forza FAYE 16 GB,,"2,8",,Black,10.0,16.0,4,3200
TEAMGROUP T-Force Vulcan Z 32 GB,,"1,32",,Red / Black,10.0,16.0,4,3200
G.Skill Trident Z 64 GB,,"4,16",,Black,9.444,17.0,4,3600
Silicon Power SP016GXLZU360BDAAD 16 GB,,"2,8",,Black / Red,10.0,18.0,4,3600
G.Skill Trident Z Royal 32 GB,,"4,8",,Silver,8.889,16.0,4,3600
G.Skill Trident Z Royal 64 GB,,"2,32",,Gold,8.889,16.0,4,3600
G.Skill Trident Z Royal 16 GB,,"2,8",,Gold,8.5,17.0,4,4000
G.Skill Trident Z Royal 16 GB,,"2,8",,Silver,8.5,17.0,4,4000
G.Skill Trident Z Royal 32 GB,,"2,16",,Gold,8.5,17.0,4,4000
G.Skill Trident Z Neo 32 GB,,"4,8",,Black / Silver,9.474,18.0,4,3800
Kingston KSM29RD4/64HAR 64 GB,,"1,64",,,14.32,21.0,4,2933
Kingston KSM26RS8/16MEI 16 GB,238.0,"1,16",14.875,,14.254,19.0,4,2666
Kingston HyperX Fury 64 GB,,"4,16",,Black,10.667,16.0,4,3000
Kingston HyperX 128 GB,,"4,32",,Black,10.0,18.0,4,3600
Kingston HyperX Fury 64 GB,,"4,16",,Black,9.81,17.0,4,3466
Kingston HyperX Predator RGB 256 GB,,"8,32",,Black,10.0,16.0,4,3200
Apacer AU 8 GB,,"1,8",,Black,14.167,17.0,4,2400
Apacer AU 16 GB,,"1,16",,Black,14.065,15.0,4,2133
Apacer AS 16 GB,,"1,16",,Black,14.254,19.0,4,2666
Apacer AS 8 GB,,"1,8",,Black,14.254,19.0,4,2666
Apacer AS 16 GB,,"1,16",,Black,14.167,17.0,4,2400
Apacer AS 8 GB,,"1,8",,Black,14.167,17.0,4,2400
