name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_gen,mhz
TEAMGROUP T-Force Vulcan Z 32 GB,,"2,16",,Gray,7.778,14.0,4,3600
TEAMGROUP T-Force Delta RGB 8 GB,,"1,8",,White,10.0,18.0,4,3600
Kingston ValueRAM 16 GB,41.6,"1,16",2.6,Green,14.254,19.0,4,2666
PNY XLR8 Gaming MAKO 32 GB,,"2,16",,Black / Silver,12.857,36.0,5,5600
G.Skill Ripjaws V 32 GB,,"2,16",,Red,10.0,16.0,4,3200
ADATA XPG LANCER RGB 32 GB,,"2,16",,Black,9.444,34.0,5,7200
Crucial Classic 16 GB,,"2,8",,Black,16.154,42.0,5,5200
ADATA XPG Lancer Blade RGB 16 GB,,"1,16",,Black,10.0,32.0,5,6400
Corsair Dominator Titanium First Edition 64 GB,,"2,32",,Gray,10.0,30.0,5,6000
OLOy ND4U1632161DB1DA 32 GB,,"2,16",,Black / Gold,10.0,16.0,4,3200
Acer Predator Vesta II RGB 64 GB,,"2,32",,Silver,10.0,30.0,5,6000
Kingston FURY Beast RGB 32 GB,134.99,"1,32",4.218,Black,10.0,30.0,5,6000
Klevv CRAS V RGB 64 GB,,"2,32",,White,10.0,32.0,5,6400
Kingston Fury Renegade RGB 48 GB,182.32,"1,48",3.798,Silver / Black,10.667,32.0,5,6000
Crucial CT2K8G4SFS832A 16 GB,54.99,"2,8",3.437,Green / Black,13.75,22.0,4,3200
Patriot Viper Elite II 32 GB,,"2,16",,Red / Black,12.003,16.0,4,2666
Crucial CT32G52C42U5 32 GB,85.45,"1,32",2.67,Black,16.154,42.0,5,5200
Corsair Vengeance 32 GB,120.5,"2,16",3.766,White / Gray,12.0,36.0,5,6000
G.Skill Ripjaws V 32 GB,75.81,"4,8",2.369,Red / Black,14.254,19.0,4,2666
TEAMGROUP T-Force Xtreem ARGB 32 GB,128.38,"2,16",4.012,White,10.0,16.0,4,3200
G.Skill Trident Z Neo 64 GB,173.58,"4,16",2.712,Silver / Black,10.0,16.0,4,3200
Corsair Vengeance LPX 8 GB,47.62,"1,8",5.952,Red,13.333,16.0,4,2400
Corsair ValueSelect 16 GB,69.98,"1,16",4.374,Black,13.503,18.0,4,2666
G.Skill Trident Z5 32 GB,92.99,"2,16",2.906,Silver / Black,12.857,36.0,5,5600
Patriot Viper 4 32 GB,,"2,16",,Red / Black,10.0,16.0,4,3200
Kingston FURY Beast RGB 32 GB,,"2,16",,Black,10.0,18.0,4,3600
Kingston Fury Renegade RGB 32 GB,167.0,"2,16",5.219,Silver / Black,10.588,36.0,5,6800
Kingston FURY 64 GB,211.0,"2,32",3.297,White,14.286,40.0,5,5600
Kingston FURY Renegade Pro 128 GB,1129.0,"4,32",8.82,Black,10.0,34.0,5,6800
ADATA XPG SPECTRIX D35G RGB 32 GB,91.29,"1,32",2.853,Black,10.0,18.0,4,3600
PNY Anarchy 16 GB,,"2,8",,Black / Blue,12.5,15.0,4,2400
Corsair Vengeance LPX 16 GB,,"2,8",,White,10.0,15.0,4,3000
Crucial Ballistix Elite 32 GB,,"4,8",,Black,8.889,16.0,4,3600
GeIL SUPER LUCE RGB SYNC 16 GB,,"2,8",,Black,10.0,16.0,4,3200
Kingston HyperX Fury RGB 16 GB,,"2,8",,Black,12.003,16.0,4,2666
Kingston HyperX Fury RGB 16 GB,,"1,16",,Black,12.5,15.0,4,2400
Crucial Ballistix 32 GB,,"2,16",,Black,10.0,16.0,4,3200
GeIL GeIL EVO POTENZA AMD 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model GAPB432GB3200C16ADC 32 GB,,"2,16",,Black,10.0,16.0,4,3200
Kingston HyperX Fury RGB 32 GB,,"2,16",,Black / Silver,10.179,19.0,4,3733
Corsair Vengeance RGB Pro 16 GB,,"1,16",,Black,10.0,16.0,4,3200
Kingston Fury Renegade RGB 16 GB,99.99,"2,8",6.249,Black,10.0,16.0,4,3200
G.Skill Ripjaws V 32 GB,,"2,16",,Black,7.778,14.0,4,3600
G.Skill TridentZ RGB 256 GB,,"8,32",,Black,8.75,14.0,4,3200
Kingston FURY Beast RGB 32 GB,,"2,16",,Black,10.0,16.0,4,3200
Kingston Fury Renegade RGB 16 GB,120.0,"2,8",7.5,Black,8.889,16.0,4,3600
ADATA XPG GAMMIX D45 32 GB,,"2,16",,Black,10.0,16.0,4,3200
G.Skill Trident Z RGB 8 GB,,"1,8",,,10.667,16.0,4,3000
TEAMGROUP T-Force Vulcan 16 GB,85.58,"1,16",5.349,Black,15.385,40.0,5,5200
Kingston FURY Beast RGB 32 GB,129.99,"1,32",4.062,Black,12.0,36.0,5,6000
Crucial Pro Overclocking 48 GB,,"2,24",,Black,12.0,36.0,5,6000
G.Skill Ripjaws S5 48 GB,,"2,24",,Black,12.5,40.0,5,6400
Acer Predator Vesta II RGB 32 GB,,"2,16",,Black,10.667,32.0,5,6000
Lexar Ares RGB 32 GB,,"2,16",,,10.0,34.0,5,6800
TEAMGROUP T-Force Delta RGB 32 GB,,"2,16",,White,9.375,30.0,5,6400
TEAMGROUP Elite 16 GB,44.99,"1,16",2.812,Black,13.75,22.0,4,3200
TEAMGROUP Elite 64 GB,,"2,32",,Black,13.75,22.0,4,3200
Silicon Power SP064GBSVU560F22 64 GB,145.99,"2,32",2.281,Black,16.429,46.0,5,5600
G.Skill Trident Z 32 GB,114.99,"2,16",3.593,White / Black,10.0,32.0,5,6400
TEAMGROUP Elite Plus 32 GB,114.23,"2,16",3.57,Black,16.667,40.0,5,4800
Corsair Vengeance RGB Pro SL 128 GB,368.04,"4,32",2.875,Black,10.0,16.0,4,3200
Corsair Vengeance RGB RT 64 GB,204.99,"4,16",3.203,Black,10.0,16.0,4,3200
G.Skill Trident Z5 64 GB,199.99,"2,32",3.125,Silver / Black,10.667,32.0,5,6000
Thermaltake TOUGHRAM XG RGB 16 GB,219.99,"2,8",13.749,White / Silver,8.261,19.0,4,4600
G.Skill Trident Z5 RGB 32 GB,114.99,"2,16",3.593,White / Black,10.667,32.0,5,6000
Corsair Vengeance RGB Pro 16 GB,58.99,"2,8",3.687,Black,10.91,16.0,4,2933
G.Skill Ripjaws S5 64 GB,256.41,"2,32",4.006,Black,13.846,36.0,5,5200
G.Skill Ripjaws S5 64 GB,,"2,32",,White,10.714,30.0,5,5600
TEAMGROUP T-Force Dark 16 GB,159.0,"2,8",9.938,Red / Black,11.667,14.0,4,2400
Kingston FURY Beast 128 GB,429.99,"4,32",3.359,Black,10.0,18.0,4,3600
Kingston FURY Beast RGB 16 GB,85.21,"1,16",5.326,White,10.0,32.0,5,6400
Patriot Viper Elite II 64 GB,163.99,"2,32",2.562,Red / Black,11.25,18.0,4,3200
G.Skill Trident Z Royal 128 GB,369.99,"4,32",2.891,Silver,10.0,18.0,4,3600
Corsair Dominator Platinum RGB 32 GB,172.99,"2,16",5.406,Black,11.875,38.0,5,6400
G.Skill Trident Z RGB 64 GB,232.57,"8,8",3.634,,12.5,15.0,4,2400
G.Skill Ripjaws M5 RGB 32 GB,,"2,16",,Black,12.0,36.0,5,6000
Corsair Vengeance RGB Pro SL 32 GB,167.99,"4,8",5.25,White / Black,10.0,16.0,4,3200
Klevv CRAS XR5 RGB 32 GB,,"2,16",,White / Black,10.667,32.0,5,6000
Kingston FURY Renegade Pro 128 GB,724.99,"4,32",5.664,Black,15.0,36.0,5,4800
G.Skill Ripjaws 4 16 GB,,"2,8",,Blue,10.0,15.0,4,3000
Kingston HyperX Fury 16 GB,,"2,8",,Black / White,11.253,15.0,4,2666
GeIL Dragon RAM 32 GB,,"2,16",,White / Gold,11.429,16.0,4,2800
Kingston FURY 32 GB,,"2,16",,Black / Silver,13.127,14.0,4,2133
Kingston FURY 32 GB,,"2,16",,Black / Silver,12.5,15.0,4,2400
Corsair Vengeance LPX 32 GB,,"2,16",,White,10.0,15.0,4,3000
Corsair Vengeance LED 16 GB,,"2,8",,Black / White,10.0,16.0,4,3200
G.Skill TridentZ RGB 128 GB,,"8,16",,Black,8.75,14.0,4,3200
Crucial Ballistix Sport LT 16 GB,,"2,8",,Gray,13.333,16.0,4,2400
G.Skill Ripjaws V 8 GB,,"1,8",,Red / Black,10.556,19.0,4,3600
Kingston HyperX Fury 8 GB,,"1,8",,Black / Silver,12.003,16.0,4,2666
ADATA XPG SPECTRIX D41 16 GB,,"2,8",,Red,10.0,16.0,4,3200
Patriot Viper Elite 16 GB,,"2,8",,Silver / Black,12.003,16.0,4,2666
Corsair Vengeance LPX 16 GB,125.0,"2,8",7.812,Black,10.0,16.0,4,3200
Crucial Ballistix MAX RGB 16 GB,,"2,8",,Black,9.0,18.0,4,4000
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,,"2,8",,Black / Gold,10.556,19.0,4,3600
TEAMGROUP Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF2D416G3600HC18JDC01 16 GB,,"2,8",,White,10.0,18.0,4,3600
TEAMGROUP T-Force Delta RGB 64 GB,,"2,32",,White,10.0,16.0,4,3200
G.Skill Trident Z Royal 64 GB,,"2,32",,Silver,8.696,20.0,4,4600
TEAMGROUP T-Force Zeus 32 GB,,"2,16",,Red / Silver,10.0,16.0,4,3200
Kingston ValueRAM 16 GB,,"2,8",,Green,14.254,19.0,4,2666
PNY XLR8 Gaming MAKO 16 GB,,"1,16",,Black / Silver,12.0,36.0,5,6000
V-Color SKYWALKER PLUS 32 GB,,"2,16",,Black,10.0,18.0,4,3600
Mushkin Redline 32 GB,,"2,16",,Black,8.75,14.0,4,3200
Patriot Viper Venom RGB 32 GB,,"2,16",,Black,10.0,18.0,4,3600
ADATA XPG LANCER RGB 32 GB,,"2,16",,White,9.444,34.0,5,7200
V-Color TRA532G72D834O 256 GB,2979.99,"8,32",11.641,Black,9.444,34.0,5,7200
Silicon Power SP032GBSFU320X22 32 GB,,"2,16",,,13.75,22.0,4,3200
Mushkin Redline 64 GB,197.71,"2,32",3.089,,10.0,16.0,4,3200
TEAMGROUP Elite 8 GB,28.99,"1,8",3.624,Black,13.75,22.0,4,3200
Klevv KD5AGU880-60A320Q 16 GB,,"1,16",,White,10.667,32.0,5,6000
Corsair Vengeance RGB Pro 128 GB,345.54,"4,32",2.7,Black,10.667,16.0,4,3000
Corsair Vengeance RGB RT 128 GB,,"4,32",,Black,10.0,16.0,4,3200
G.Skill Zeta R5 Neo 128 GB,759.99,"4,32",,Black,10.0,30.0,5,6000
Corsair Vengeance RGB Pro 16 GB,74.98,"2,8",4.686,Black,10.0,18.0,4,3600
G.Skill Trident Z Royal 16 GB,169.0,"2,8",10.562,Silver,7.5,15.0,4,4000
G.Skill Ripjaws S5 32 GB,,"2,16",,White,10.714,30.0,5,5600
Corsair Dominator Platinum RGB 32 GB,176.06,"4,8",5.502,White,10.0,16.0,4,3200
Mushkin Redline Lumina 32 GB,,"2,16",,White,8.889,16.0,4,3600
Corsair Dominator Platinum RGB 32 GB,200.99,"2,16",6.281,Black,9.714,34.0,5,7000
Kingston FURY Renegade 32 GB,139.99,"2,16",4.375,Silver / White,10.0,32.0,5,6400
G.Skill Ripjaws V 32 GB,,"2,16",,Black,8.75,14.0,4,3200
G.Skill Ripjaws S5 32 GB,196.09,"2,16",6.128,White,13.846,36.0,5,5200
TEAMGROUP T-Force Vulcan 32 GB,84.99,"2,16",2.656,Black,13.571,38.0,5,5600
Thermaltake TOUGHRAM XG RGB 16 GB,224.98,"2,8",14.061,Black / Silver,8.261,19.0,4,4600
Timetec PINNACLE Konduit 32 GB,69.99,"1,32",2.187,Black,10.0,16.0,4,3200
TEAMGROUP T-Force Vulcan 64 GB,149.99,"2,32",2.344,Red,15.385,40.0,5,5200
G.Skill Ripjaws M5 Neo RGB 64 GB,,"2,32",,Black,10.0,30.0,5,6000
G.Skill Ripjaws M5 Neo RGB 48 GB,,"2,24",,Black,10.0,30.0,5,6000
Crucial CT2K8G4DFS832A 16 GB,64.48,"2,8",4.03,Green / Black,13.75,22.0,4,3200
Patriot Viper Steel 32 GB,,"2,16",,Silver / Black,10.667,16.0,4,3000
G.Skill Trident Z Neo 32 GB,,"4,8",,Silver / Black,8.889,16.0,4,3600
G.Skill Ripjaws S5 64 GB,,"2,32",,White,10.0,28.0,5,5600
G.Skill Trident Z5 RGB 48 GB,,"2,24",,White / Black,10.0,38.0,5,7600
Silicon Power SP016GBLVU560F02 16 GB,54.45,"1,16",3.403,Black,16.429,46.0,5,5600
Corsair Dominator Platinum 16 GB,,"2,8",,Black / Silver,10.0,16.0,4,3200
Corsair Vengeance LPX 16 GB,,"2,8",,Red,10.714,15.0,4,2800
G.Skill Ripjaws V 16 GB,,"2,8",,Black,8.75,14.0,4,3200
G.Skill Aegis 16 GB,60.3,"1,16",3.769,Red / Black,10.667,16.0,4,3000
Klevv BOLT 16 GB,,"1,16",,Black / Gold,10.0,15.0,4,3000
Corsair Vengeance RGB Pro 32 GB,,"4,8",,Black,10.0,15.0,4,3000
Corsair Vengeance RGB 128 GB,,"8,16",,Black,10.0,19.0,4,3800
Kingston HyperX Predator 8 GB,,"1,8",,Black,9.752,13.0,4,2666
Kingston HyperX Predator 16 GB,,"2,8",,Black,10.0,15.0,4,3000
Corsair Dominator Platinum RGB 64 GB,,"4,16",,Black,10.0,18.0,4,3600
TEAMGROUP T-Force Vulcan Z 8 GB,,"1,8",,Red / Black,10.667,16.0,4,3000
G.Skill Flare X 32 GB,,"2,16",,Black,8.75,14.0,4,3200
V-Color Prism Plus RGB 16 GB,,"2,8",,Black,10.0,16.0,4,3200
TEAMGROUP T-Force Xtreem ARGB 32 GB,,"2,16",,Black,7.778,14.0,4,3600
G.Skill Trident Z Royal 256 GB,,"8,32",,Silver,8.889,16.0,4,3600
TEAMGROUP T-Force Xtreem ARGB 64 GB,,"2,32",,White,10.0,18.0,4,3600
G.Skill Ripjaws V 32 GB,,"2,16",,Black,8.0,16.0,4,4000
G.Skill Ripjaws V 16 GB,,"2,8",,Black,7.0,14.0,4,4000
ADATA XPG GAMMIX D45 8 GB,,"1,8",,Black,10.0,18.0,4,3600
Silicon Power SP008GBLFU266B02 8 GB,22.51,"1,8",2.814,,14.254,19.0,4,2666
G.Skill Trident Z5 RGB 64 GB,,"2,32",,Black / White,10.667,32.0,5,6000
Lexar Ares RGB 32 GB,,"2,16",,Black,11.429,32.0,5,5600
Lexar THOR 8 GB,,"1,8",,White,10.0,18.0,4,3600
Apacer Panther 32 GB,,"2,16",,Silver / Black,14.615,38.0,5,5200
Mushkin Redline ST 32 GB,,"2,16",,Black,8.889,16.0,4,3600
TEAMGROUP Xtreem ARGB 48 GB,,"2,24",,Black,9.268,38.0,5,8200
Silicon Power XPOWER Storm RGB 32 GB,,"1,32",,White,9.5,38.0,5,8000
G.Skill Ripjaws 16 GB,34.0,"1,16",2.125,Black / Blue,13.333,16.0,4,2400
Patriot Signature Line 16 GB,37.99,"1,16",2.374,Black,19.167,46.0,5,4800
Corsair Vengeance RGB 32 GB,,"2,16",,Gray,10.0,30.0,5,6000
Crucial CT32G52C42S5 32 GB,99.99,"1,32",3.125,Black,16.154,42.0,5,5200
Kingston Fury Renegade RGB 24 GB,210.88,"1,24",8.787,Silver / Black,10.556,38.0,5,7200
G.Skill Ripjaws S5 32 GB,104.99,"2,16",3.281,White,10.667,32.0,5,6000
Kingston FURY Beast 16 GB,120.93,"1,16",7.558,White,10.0,32.0,5,6400
Corsair Vengeance LPX 32 GB,172.99,"4,8",5.406,Black / Yellow,10.0,16.0,4,3200
TEAMGROUP Elite 64 GB,159.99,"2,32",2.5,Black,13.75,22.0,4,3200
G.Skill Trident Z Royal 64 GB,263.37,"2,32",4.115,Silver,8.889,16.0,4,3600
G.Skill Trident Z Royal Elite 64 GB,,"2,32",,Silver,9.0,18.0,4,4000
TEAMGROUP Elite Plus 32 GB,78.98,"1,32",2.468,Silver,16.667,40.0,5,4800
G.Skill Trident Z5 Neo RGB 32 GB,187.07,"2,16",5.846,Black,10.714,30.0,5,5600
Kingston Fury Renegade RGB 24 GB,128.76,"1,24",5.365,Silver / Black,10.0,32.0,5,6400
Kingston KCP426NS8/8 8 GB,28.49,"1,8",3.561,Green / Black,14.254,19.0,4,2666
Crucial CT2K16G4RFS4266 32 GB,94.99,"2,16",2.968,Green / Black,14.254,19.0,4,2666
G.Skill Trident Z Neo 64 GB,421.0,"4,16",6.578,Silver / Black,10.0,18.0,4,3600
Mushkin Enhanced Redline Stiletto 16 GB,43.9,"2,8",2.744,Black,10.0,16.0,4,3200
G.Skill Ripjaws 4 16 GB,,"2,8",,Red,12.5,15.0,4,2400
G.Skill Value 8 GB,38.92,"1,8",4.865,Black,14.167,17.0,4,2400
Corsair Vengeance RGB Pro 16 GB,,"2,8",,Black,8.889,16.0,4,3600
G.Skill TridentZ RGB 32 GB,,"2,16",,Black,8.696,20.0,4,4600
Corsair Vengeance RGB 32 GB,119.99,"2,16",3.75,Black / Gray,12.857,36.0,5,5600
Biwin Black Opal HX100 32 GB,,"2,16",,Silver,10.0,30.0,5,6000
Kingston KVR21L15Q4/32 32 GB,179.93,"1,32",5.623,Black / Green,14.065,15.0,4,2133
G.Skill Ripjaws 4 128 GB,,"8,16",,Black,10.714,15.0,4,2800
Crucial CT2K8G4DFS8213 16 GB,99.98,"2,8",6.249,Black / Green,14.065,15.0,4,2133
ADATA XPG GAMMIX D10 16 GB,,"2,8",,Red / White,12.003,16.0,4,2666
Crucial CT4K16G4WFD8266 64 GB,,"4,16",,Green,14.254,19.0,4,2666
TEAMGROUP T-Force Delta RGB 32 GB,,"2,16",,White / Silver,10.0,16.0,4,3200
Kingston HyperX Fury RGB 8 GB,,"1,8",,Black,12.003,16.0,4,2666
Patriot Viper 4 Blackout 16 GB,,"2,8",,Black,10.667,16.0,4,3000
OLOy MD4U163216CGDA 32 GB,,"2,16",,Black,10.0,16.0,4,3200
G.Skill Trident Z RGB 64 GB,,"4,16",,Black,10.0,18.0,4,3600
Crucial Ballistix 16 GB,,"2,8",,White,10.0,15.0,4,3000
G.Skill Trident Z RGB 32 GB,,"4,8",,Black,7.5,15.0,4,4000
TEAMGROUP T-Force Vulcan Z 16 GB,,"2,8",,Red / Black,10.0,18.0,4,3600
Corsair Vengeance RGB Pro SL 32 GB,167.99,"4,8",5.25,Black,10.0,16.0,4,3200
G.Skill Ripjaws V 256 GB,,"8,32",,Black,8.75,14.0,4,3200
Addlink Spider X4 16 GB,,"2,8",,Black,10.0,16.0,4,3200
Kingston FURY Beast 16 GB,76.22,"1,16",4.764,Black,10.179,19.0,4,3733
ADATA XPG GAMMIX D45 32 GB,,"2,16",,Black,10.0,18.0,4,3600
ADATA XPG SPECTRIX D50 16 GB,,"1,16",,Black,10.0,16.0,4,3200
Mushkin Redline Lumina 16 GB,,"2,8",,Black,10.0,18.0,4,3600
GeIL ORION V RGB 32 GB,,"2,16",,Black,12.667,38.0,5,6000
ADATA XPG Lancer Blade RGB 64 GB,,"2,32",,White,10.0,30.0,5,6000
TEAMGROUP T-Force Vulcan 16 GB,,"1,16",,Red,12.667,38.0,5,6000
Acer Predator Vesta II RGB 32 GB,,"2,16",,Black,11.333,34.0,5,6000
Klevv CRAS V RGB 32 GB,,"2,16",,White,9.444,34.0,5,7200
Acer Predator Hera RGB 48 GB,,"2,24",,Black,9.524,40.0,5,8400
TEAMGROUP Elite 16 GB,42.99,"1,16",2.687,Black,16.429,46.0,5,5600
G.Skill Ripjaws M5 Neo RGB 32 GB,,"2,16",,White,10.0,32.0,5,6400
Kingston FURY Impact 16 GB,67.97,"1,16",4.248,Black,12.667,38.0,5,6000
Mushkin Redline ST 32 GB,114.99,"2,16",3.593,Black,10.0,32.0,5,6400
Corsair Vengeance RGB Pro SL 64 GB,181.65,"2,32",2.838,Black,10.0,16.0,4,3200
Kingston Server Premier 8 GB,38.97,"1,8",4.871,,14.254,19.0,4,2666
Lexar Ares RGB 2nd Gen 48 GB,,"2,24",,Black,10.0,38.0,5,7600
Kingston FURY Renegade 16 GB,,"2,8",,Black,8.261,19.0,4,4600
G.Skill Trident Z5 RGB 32 GB,,"2,16",,White / Black,12.0,36.0,5,6000
Kingston FURY 64 GB,201.71,"2,32",3.152,White,15.385,40.0,5,5200
TEAMGROUP T-Force Delta RGB 48 GB,209.99,"2,24",4.375,Black,9.474,36.0,5,7600
G.Skill Ripjaws M5 Neo RGB 32 GB,,"2,16",,Black,10.0,32.0,5,6400
G.Skill Ripjaws M5 Neo RGB 64 GB,,"2,32",,White,10.0,30.0,5,6000
Corsair Vengeance LPX 32 GB,157.99,"4,8",4.937,Black / Yellow,9.5,19.0,4,4000
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,179.93,"1,32",5.623,Green,13.75,22.0,4,3200
Patriot Viper Steel RGB 16 GB,46.99,"1,16",2.937,Black,11.25,18.0,4,3200
Crucial CT2K16G4DFD832A 32 GB,104.99,"2,16",3.281,Green / Black,13.75,22.0,4,3200
Thermaltake TOUGHRAM XG RGB 64 GB,554.98,"2,32",8.672,Black / Silver,9.5,19.0,4,4000
Kingston Fury Renegade RGB 16 GB,125.99,"1,16",7.874,Silver / Black,9.5,38.0,5,8000
TEAMGROUP T-Force Delta RGB Eco 32 GB,107.99,"2,16",3.375,Silver,10.0,32.0,5,6400
Kingston FURY Renegade 32 GB,99.99,"1,32",3.125,Black,10.0,16.0,4,3200
Patriot Signature Line 16 GB,41.99,"1,16",2.624,,13.75,22.0,4,3200
Kingston FURY Renegade Pro 128 GB,936.0,"4,32",7.312,Black,10.0,32.0,5,6400
Kingston FURY Beast RGB 32 GB,216.51,"2,16",6.766,Black,10.0,30.0,5,6000
Kingston KSM26ED8/32ME 32 GB,148.88,"1,32",4.652,Green,14.254,19.0,4,2666
Corsair Dominator Platinum RGB 32 GB,148.99,"2,16",4.656,Black / Silver,12.857,36.0,5,5600
G.Skill Trident Z5 32 GB,,"2,16",,Black,13.333,40.0,5,6000
V-Color TRA524G80S840R3Q 96 GB,1391.99,"4,24",14.5,White,10.0,40.0,5,8000
ADATA XPG Z1 16 GB,,"2,8",,Red / Black,12.143,17.0,4,2800
Crucial CT4K16G4RFD4213 64 GB,,"4,16",,,14.065,15.0,4,2133
EVGA SuperSC 16 GB,,"2,8",,Black,10.0,16.0,4,3200
Corsair Vengeance LED 32 GB,,"2,16",,Black / White,10.0,15.0,4,3000
G.Skill Trident Z RGB 16 GB,,"2,8",,Multicolor,8.908,19.0,4,4266
Corsair Vengeance RGB 16 GB,,"2,8",,Black,10.0,15.0,4,3000
TEAMGROUP Elite Plus 16 GB,,"2,8",,Red / Black,13.333,16.0,4,2400
Corsair Vengeance RGB Pro 64 GB,,"4,16",,White,10.0,16.0,4,3200
G.Skill Trident Z Royal 32 GB,269.0,"4,8",8.406,Gold,10.0,16.0,4,3200
TEAMGROUP T-Force Vulcan Z 16 GB,,"2,8",,Black,13.503,18.0,4,2666
TEAMGROUP T-Force Vulcan Z 32 GB,,"2,16",,Red,10.0,16.0,4,3200
Crucial Ballistix RGB 16 GB,,"2,8",,White,10.0,16.0,4,3200
Crucial Ballistix MAX 16 GB,,"2,8",,Black,9.0,18.0,4,4000
ADATA XPG GAMMIX D20 16 GB,,"2,8",,Black,10.0,16.0,4,3200
Apacer AU 8 GB,,"1,8",,Black,13.75,22.0,4,3200
ADATA XPG SPECTRIX D60G 32 GB,,"2,16",,White,10.0,18.0,4,3600
G.Skill Trident Z Royal Elite 32 GB,,"2,16",,Silver / Black,7.0,14.0,4,4000
G.Skill Trident Z Royal Elite 64 GB,352.43,"4,16",5.507,Gold,8.889,16.0,4,3600
G.Skill Ripjaws V 32 GB,144.59,"1,32",4.518,Black,14.254,19.0,4,2666
G.Skill TridentZ RGB 16 GB,,"2,8",,Black,8.908,19.0,4,4266
TEAMGROUP T-Force Vulcan Z 32 GB,154.69,"1,32",4.834,Gray,10.0,18.0,4,3600
Kingston FURY Beast RGB 8 GB,105.9,"1,8",13.238,Black,14.286,40.0,5,5600
Corsair Vengeance RGB 32 GB,,"2,16",,Black,14.286,40.0,5,5600
TEAMGROUP T-Force Vulcan 32 GB,,"2,16",,Black,15.0,36.0,5,4800
GeIL Polaris RGB 32 GB,,"2,16",,Black,12.667,38.0,5,6000
Crucial CT16G4DFRA266 16 GB,36.47,"1,16",2.279,Green,14.254,19.0,4,2666
ADATA XPG LANCER RGB 32 GB,,"2,16",,White,12.857,36.0,5,5600
TEAMGROUP T-Force Delta RGB 16 GB,,"2,8",,White,12.5,40.0,5,6400
Klevv CRAS V RGB 48 GB,,"2,24",,White,10.0,32.0,5,6400
ADATA XPG Lancer Blade 16 GB,,"1,16",,Black,16.0,48.0,5,6000
ADATA XPG Lancer Blade 16 GB,,"1,16",,White,16.0,48.0,5,6000
ADATA XPG Lancer Blade 32 GB,,"2,16",,White,11.333,34.0,5,6000
Thermaltake TOUGHRAM RGB D5 32 GB,,"2,16",,Black / Silver,12.857,36.0,5,5600
Kingston FURY Impact 32 GB,99.99,"1,32",3.125,Black,14.286,40.0,5,5600
Kingston FURY Impact 16 GB,60.0,"2,8",3.75,Black,12.5,20.0,4,3200
G.Skill Ripjaws 64 GB,204.99,"2,32",3.203,Black,14.286,40.0,5,5600
G.Skill Trident Z5 RGB 32 GB,174.23,"2,16",5.445,White / Black,10.714,30.0,5,5600
TEAMGROUP Xtreem ARGB 32 GB,,"2,16",,White,10.0,30.0,5,6000
Kingston FURY Impact 16 GB,60.73,"1,16",3.796,Black,12.5,20.0,4,3200
G.Skill Trident Z RGB 64 GB,300.94,"2,32",4.702,Black,8.889,16.0,4,3600
Corsair Dominator Platinum RGB 64 GB,229.99,"2,32",3.594,Black,14.286,40.0,5,5600
Kingston FURY Renegade 32 GB,177.09,"2,16",5.534,White / Silver,10.588,36.0,5,6800
Kingston FURY Renegade Pro 32 GB,205.99,"1,32",6.437,Black,10.0,28.0,5,5600
G.Skill Trident Z RGB 16 GB,124.92,"2,8",7.808,Black,9.444,17.0,4,3600
Samsung M391A2K43BB1-CRC 16 GB,58.98,"1,16",3.686,Green,14.167,17.0,4,2400
Corsair Vengeance RGB RT 128 GB,,"4,32",,Black,10.0,18.0,4,3600
Kingston FURY Renegade 16 GB,124.8,"1,16",7.8,Silver / White,9.5,38.0,5,8000
G.Skill Trident Z5 RGB 32 GB,128.03,"2,16",4.001,Silver / Black,13.333,40.0,5,6000
Kingston FURY Beast 8 GB,59.94,"1,8",7.492,Black,15.833,38.0,5,4800
Kingston Server Premier 16 GB,86.99,"1,16",5.437,,13.75,22.0,4,3200
G.Skill Sniper X 32 GB,120.74,"2,16",3.773,Black / White,10.556,19.0,4,3600
Crucial CT2K32G52C42U5 64 GB,189.95,"2,32",2.968,Black,16.154,42.0,5,5200
Kingston FURY Renegade Pro 16 GB,114.99,"1,16",7.187,Black,15.0,36.0,5,4800
Silicon Power XPOWER Storm RGB 64 GB,,"2,32",,Black,10.0,32.0,5,6400
Thermaltake TOUGHRAM RGB 16 GB,145.0,"2,8",9.062,White / Silver,8.636,19.0,4,4400
G.Skill Trident Z Royal 64 GB,719.52,"8,8",11.242,Silver,7.778,14.0,4,3600
Kingston FURY Impact 32 GB,94.99,"2,16",2.968,Black,15.833,38.0,5,4800
Kingston FURY Renegade 32 GB,203.98,"2,16",6.374,Silver / Black,10.0,38.0,5,7600
Kingston FURY Beast 16 GB,77.98,"1,16",4.874,Black,10.0,32.0,5,6400
Corsair Dominator Platinum RGB 32 GB,111.93,"2,16",3.498,Black,10.0,16.0,4,3200
TEAMGROUP T-Force Delta RGB 16 GB,,"1,16",,Black,10.0,16.0,4,3200
G.Skill Trident Z Royal 128 GB,,"8,16",,Silver,7.778,14.0,4,3600
