item_name,category_name,item_price_in_php,stocks
"Corsair iCue Link Titan 360 RX RGB White AIO LC Cooler 360mm, pn: CW-9061021-WW",Cpu Cooler,10480.0,1
"Deep Cool DC AK400 Digital White Air Cooler, pn: R-AK400-WHADMN-G",Cpu Cooler,2199.0,5
"Deep Cool DC AK400 Air Cooler, pn: R-AK400-BKNNMN-G-1",Cpu Cooler,1280.0,0
"Deep Cool DC AK400 Zero Dark Plus Air Cooler, pn: R-AK400-BKNNMD-G-1",Cpu Cooler,1999.0,18
"Deep Cool DC AK400 Digital Air Cooler, pn: R-AK400-BKADMN-G",Cpu Cooler,2199.0,3
"Deep Cool DC AG400 BK aRGB Air Cooler, black, pn: R-AG400-BKANMC-G-2",Cpu Cooler,1699.0,5
"Deep Cool DC AK400 Zero Dark Air Cooler, pn: R-AK400-BKNNMN-G-2",Cpu Cooler,1699.0,6
"Deep Cool DC AK500 Air Cooler, pn: R-AK500-BKNNMT-G",Cpu Cooler,2499.0,4
"Deep Cool DC AK500 Zero Dark Air Cooler, pn: R-AK500-BKNNMT-G-1",Cpu Cooler,2999.0,2
"Deep Cool DC AK500 Digital Air Cooler, pn: R-AK500-BKADMN-G",Cpu Cooler,3580.0,9
"Deep Cool DC AK620 Zero Dark Air Cooler, pn: R-AK620-BKNNMT-G-1",Cpu Cooler,3725.0,0
"Deep Cool DC AK620 WH Air Cooler, pn: R-AK620-WHNNMT-G-1",Cpu Cooler,3550.0,1
"Deep Cool DC AK620 Digital Air Cooler, pn: R-AK620-BKADMN-G",Cpu Cooler,4180.0,3
"Deep Cool DC Assassin IV Air Cooler, pn: R-ASN4-BKNNMT-G",Cpu Cooler,5350.0,2
"Deep Cool DC AN600 Air Cooler, low profile, pn: R-AN600-BKNNMN-G",Cpu Cooler,2450.0,3
"Deep Cool DC AG620 aRGB Air Cooler, white, pn: R-AG620-WHANMN-G-2",Cpu Cooler,2750.0,1
"Deep Cool DC AG620 aRGB Air Cooler, black, pn: R-AG620-BKANMN-G-1",Cpu Cooler,2899.0,2
